Producto,Categoria,UnidadProducto,Ingrediente,CantidadReceta,UnidadIngrediente
"Hamburguesa de Pollo | Chicken Hamburger","MENU ATOLONTO KIDS","","pechuga de pollo",150,"Gr"
"Hamburguesa de Pollo | Chicken Hamburger","MENU ATOLONTO KIDS","","QUESO MOZARRELA BLOQUE",15,"Gr"
"Hamburguesa de Pollo | Chicken Hamburger","MENU ATOLONTO KIDS","","QUESO CHEDDAR",1,"Gr"
"HEINEKEN","CERVEZAS","","Cerveza Heineken",1,"Unidad"
"Hennessy","BOTELLAS","","Cognac Hennessy 700-ml",1,"Und"
"Hielo","Otros","","Hielo",200,"Gr"
"HIGADO","COMEDOR STAFF","","HIGADO",1,"Kg"
"HIGADO","COMEDOR STAFF","","Sal",10,"Gr"
"HIGADO","COMEDOR STAFF","","Mostaza",10,"Gr"
"HIGADO","COMEDOR STAFF","","MAGGI",1,"Und"
"HIGADO","COMEDOR STAFF","","Agua",1000,"Ml"
"HIGADO","COMEDOR STAFF","","ACEITE DE GIRASOL",100,"Ml"
"Hogao","PRODUCCION COCINA","Gr","sofrito",250,"Gr"
"Hogao","PRODUCCION COCINA","Gr","Cebolla larga",150,"Gr"
"Hogao","PRODUCCION COCINA","Gr","Salsa de tomate",1000,"Gr"
"Hogao","PRODUCCION COCINA","Gr","Paprika Badia",2,"Gr"
"Hogao","PRODUCCION COCINA","Gr","pasta de tomate",60,"Gr"
"HOT CAKES","MENU - DESAYUNOS","","premezcla pancakes aunt jemima",200,"Gr"
"HOT CAKES","MENU - DESAYUNOS","","HUEVOS",1,"Und"
"HOT CAKES","MENU - DESAYUNOS","","Leche entera",100,"Ml"
"HOT CAKES","MENU - DESAYUNOS","","MIEL DE MAPLE",30,"Ml"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Aceite Vegetal",100,"ml"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Agua",500,"Ml"
"HUESO CARNUDO","COMEDOR STAFF","Kg","HUESO DE RES",1,"Kg"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Mostaza",100,"Gr"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Vinagre 3000ML",100,"Ml"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Sal",10,"Gr"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Tomate",100,"Gr"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Cebolla blanca",100,"Gr"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Pimenton rojo",100,"Gr"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Pimenton verde",100,"Gr"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Cilantro",50,"Gr"
"HUESO CARNUDO","COMEDOR STAFF","Kg","Ajo",50,"Gr"
"huevo frito","DESAYUNOS -ALMUERZOS -CENA","","HUEVOS",1,"Und"
"huevo frito","DESAYUNOS -ALMUERZOS -CENA","","Aceite Vegetal",20,"ml"
"huevo frito","DESAYUNOS -ALMUERZOS -CENA","","Sal",0.5,"Gr"
"HUEVOS","PRODUCCION COCINA","Und","Huevos",2,"Und"
"huevos al gusto","Desayuno","","HUEVOS",2,"Und"
"HUEVOS AL GUSTO","DESAYUNOS INCLUIDOS","","HUEVOS",3,"Und"
"HUEVOS AL GUSTO","DESAYUNOS INCLUIDOS","","Pan tajado",0.3,"Unidad"
"HUEVOS AL GUSTO","DESAYUNOS INCLUIDOS","","MANTEQUILLA PORCION",1,"Und"
"HUEVOS BENEDICT","MENU - DESAYUNOS","","SALSA HOLANDESA",100,"Ml"
"HUEVOS BENEDICT","MENU - DESAYUNOS","","HUEVOS",2,"Und"
"HUEVOS BENEDICT","MENU - DESAYUNOS","","PAN MASA MADRE",0.2,"Unidad"
"HUEVOS COMEDOR","COMEDOR STAFF","","HUEVOS",2,"Und"
"HUEVOS REVUELTOS","Insumos cocina","Und","Aceite Vegetal",5,"ml"
"HUEVOS REVUELTOS","Insumos cocina","Und","Huevos",2,"Und"
"HUEVOS REVUELTOS","Insumos cocina","Und","Tomate",50,"Gr"
"HUEVOS REVUELTOS","Insumos cocina","Und","Cebolla roja",50,"Gr"
"HUEVOS REVUELTOS","PRODUCCION COCINA","Und","Huevos",2,"Und"
"HUEVOS REVUELTOS","PRODUCCION COCINA","Und","Sal",0.2,"Gr"
"HUEVOS REVUELTOS","PRODUCCION COCINA","Und","Tomate",50,"Gr"
"HUEVOS REVUELTOS","PRODUCCION COCINA","Und","Cebolla roja",50,"Gr"
"HUEVOS REVUELTOS","PRODUCCION COCINA","Und","Aceite Vegetal",5,"ml"
"HUEVOS REVUELTOS TOMATE Y CEBOLLA","PRODUCCION COCINA","Und","Huevos",2,"Und"
"HUEVOS REVUELTOS TOMATE Y CEBOLLA","PRODUCCION COCINA","Und","Aceite Vegetal",5,"ml"
"HUEVOS REVUELTOS TOMATE Y CEBOLLA","PRODUCCION COCINA","Und","Tomate",50,"Gr"
"HUEVOS REVUELTOS TOMATE Y CEBOLLA","PRODUCCION COCINA","Und","66411509c33d858647eaf92f",50,""
"HUMMUS MEDITERANEO","ENTRADAS Y ENSALADAS","","GARBANZOS",200,"Gr"
"HUMMUS MEDITERANEO","ENTRADAS Y ENSALADAS","","TAHINI",30,"Gr"
"HUMMUS MEDITERANEO","ENTRADAS Y ENSALADAS","","Limon",100,"Gr"
"HUMMUS MEDITERANEO","ENTRADAS Y ENSALADAS","","Sal",1,"Gr"
"HUMMUS MEDITERANEO","ENTRADAS Y ENSALADAS","","Aceite de oliva",50,"Ml"
"HUMMUS MEDITERANEO","ENTRADAS Y ENSALADAS","","Ajo",5,"Gr"
"HUMMUS MEDITERANEO","ENTRADAS Y ENSALADAS","","Cilantro",5,"Gr"
"HUMMUS MEDITERANEO","ENTRADAS Y ENSALADAS","","Paprika Badia",2,"Gr"
"HUMMUS MEDITERANEO","ENTRADAS Y ENSALADAS","","masa pizza",0.5,"Und"
"HUMO ROJO","COCKTAILS / MIX","","Aperol 750ml",0.04,"Unidad"
"HUMO ROJO","COCKTAILS / MIX","","Mezcal Union 700ml",0.0857,"Unidad"
"HUMO ROJO","COCKTAILS / MIX","","Zumo de corozo",30,"Ml"
"HUMO ROJO","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"HUMO ROJO","COCKTAILS / MIX","","Limon",30,"Gr"
"HUMO ROJO","COCKTAILS / MIX","","Rama de romero",0.1,"Und"
"ISLAND PASION","COCKTAILS / MIX","","Jugo de maracuya",30,"Ml"
"ISLAND PASION","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"ISLAND PASION","COCKTAILS / MIX","","Bulleit Rye 750ml",0.08,"Unidad"
"ISLAND PASION","COCKTAILS / MIX","","Cereza marrasquino",15,"Gr"
"JACK DANIELS N7 BT","BOTELLAS","","Jack Daniels #7 - 700ml",1,"Unidad"
"JACK DANIELS N7 SHOT","WHISKY / BOURBON","","Jack Daniels #7 - 700ml",0.0857,"Unidad"
"JAGERBOMB","COCKTAILS / MIX","","Jagermeister 700ml",0.0857,"Und"
"JAGERBOMB","COCKTAILS / MIX","","Red Bull 250ml",1,"Unidad"
"Jagermaister SHOT","LICORES","","Jagermeister 700ml",0.0857,"Und"
"JAGERMEISTER BT","BOTELLAS","","Jagermeister 700ml",1,"Und"
"JAMESON WHISKEY BT","BOTELLAS","","Jameson 700ml",1,"Unidad"
"JAMESON WHISKEY SHOT","WHISKY / BOURBON","","Jameson 700ml",0.0857,"Unidad"
"JARRA DE LIMONADA","BEBIDAS","","Zumo de limon",0.18,"Ml"
"JARRA DE LIMONADA","BEBIDAS","","Syrup Simple",0.18,"Oz"
"Jarra de limonada de Hierbabuena","BEBIDAS","","Herbabuena gr",150,"Gr"
"Jarra de limonada de Hierbabuena","BEBIDAS","","Syrup Simple",8,"Oz"
"Jarra de limonada de Hierbabuena","BEBIDAS","","Agua",450,"Ml"
"Jarra de limonada de Hierbabuena","BEBIDAS","","Zumo de limon",180,"Ml"
"Jarra de maracuya","BEBIDAS","","pulpa de maracuya",3,"Und"
"Jarra de maracuya","BEBIDAS","","Syrup Simple",8,"Oz"
"Jarra de maracuya","BEBIDAS","","Hielo",300,"Gr"
"Jarra de maracuya","BEBIDAS","","Agua",400,"Ml"
"Jarra de Piña","Jugos","","Piña",50,"Gr"
"Jarra de Piña","Jugos","","Hielo",50,"Gr"
"Jarra de Piña","Jugos","","Agua",50,"Ml"
"Jarra de Piña","Jugos","","Syrup Simple",5,"Oz"
"JARRA DE SANGRIA BIANCO","COCKTAILS / MIX","","Syrup Simple",2,"Oz"
"JARRA DE SANGRIA BIANCO","COCKTAILS / MIX","","Vino Blanco Rosaleda 750ml",1,"Unidad"
"JARRA DE SANGRIA BIANCO","COCKTAILS / MIX","","Zumo de limon",60,"Ml"
"JARRA DE SANGRIA BIANCO","COCKTAILS / MIX","","Jose Cuervo Blanco 750ml",0.08,"Unidad"
"JARRA DE SANGRIA BIANCO","COCKTAILS / MIX","","Ginger Canada Dry 300ml",0.5,"Und"
"JARRA DE SANGRIA BIANCO","COCKTAILS / MIX","","Rama de romero",0.2,"Und"
"JARRA DE SANGRIA BIANCO","COCKTAILS / MIX","","Limon",90,"Gr"
"JARRA DE SANGRIA BIANCO","COCKTAILS / MIX","","Naranjas Frutas",100,"Gr"
"JARRA DE SANGRIA ROSE","COCKTAILS / MIX","","Zumo de limon",60,"Ml"
"JARRA DE SANGRIA ROSE","COCKTAILS / MIX","","Vino Rosaleda Rosse",1,"Und"
"JARRA DE SANGRIA ROSE","COCKTAILS / MIX","","Ginebra Gordons 700ml",0.0857,"Unidad"
"JARRA DE SANGRIA ROSE","COCKTAILS / MIX","","Syrup Simple",2,"Oz"
"JARRA DE SANGRIA ROSE","COCKTAILS / MIX","","Ginger Canada Dry 300ml",0.5,"Und"
"JARRA DE SANGRIA ROSE","COCKTAILS / MIX","","Torombolo",100,"Kg"
"JARRA DE SANGRIA ROSE","COCKTAILS / MIX","","Cereza marrasquino",30,"Gr"
"JARRA DE SANGRIA TINTA","COCKTAILS / MIX","","Zumo de limon",60,"Ml"
"JARRA DE SANGRIA TINTA","COCKTAILS / MIX","","Vino Tinto Santa Carolina Reservado 750ml",1,"Unidad"
"JARRA DE SANGRIA TINTA","COCKTAILS / MIX","","Syrup Simple",2,"Oz"
"JARRA DE SANGRIA TINTA","COCKTAILS / MIX","","Ginger Canada Dry 300ml",0.5,"Und"
"JARRA DE SANGRIA TINTA","COCKTAILS / MIX","","Ron Viejo de Caldas Tradicional 750ml",0.08,"Unidad"
"JARRA DE SANGRIA TINTA","COCKTAILS / MIX","","Piña",30,"Gr"
"JARRA DE SANGRIA TINTA","COCKTAILS / MIX","","Hierba buena",20,"Gr"
"JARRA DE SANGRIA TINTA","COCKTAILS / MIX","","Naranjas Frutas",30,"Gr"
"JARRA DE SANGRIA TINTA","COCKTAILS / MIX","","Limon",30,"Gr"
"JARRA JUGO DE NARANJA","BEBIDAS","","Jugo de naranja",1000,"Ml"
"Jimador  Tequila Reposado BT","BOTELLAS","","Jimador",25,"Oz"
"JOHNNIE WALKER BLACK LABEL BT","BOTELLAS","","Johnnie Walker Black Label 700ml",1,"Unidad"
"JOHNNIE WALKER BLACK LABEL SHOT","WHISKY / BOURBON","","Johnnie Walker Black Label 700ml",0.0857,"Unidad"
"JOHNNIE WALKER BLUE BT","BOTELLAS","","Johnnie Walker Blue Label 700ml",1,"Unidad"
"JOHNNIE WALKER BLUE SHOT","WHISKY / BOURBON","","Johnnie Walker Blue Label 700ml",0.0857,"Unidad"
"JOHNNIE WALKER RED LABEL BT","BOTELLAS","","Johnnie Walker Red Label 700ml",1,"Unidad"
"JOHNNIE WALKER RED LABEL SHOT","WHISKY / BOURBON","","Johnnie Walker Red Label 700ml",0.0857,"Unidad"
"JUGO DE MANGO","BEBIDAS","","Pulpa de mango",1,"Und"
"JUGO DE MANGO EN LECHE","BEBIDAS","","Pulpa de mango",1,"Und"
"JUGO DE MANGO EN LECHE","BEBIDAS","","Leche entera",200,"Ml"
"JUGO DE NARANJA","BEBIDAS","","Jugo de naranja",90,"Ml"
"JUGO DE NARANJA","DESAYUNOS INCLUIDOS","","Jugo de naranja",250,"Ml"
"JUGO DE PERSONAL","Producción BAR","","SUNTEA",4,"Und"
"JUGO DE PERSONAL","Producción BAR","","PANELA",2,"Und"
"JUGO DE PERSONAL","Producción BAR","","Zumo de limon",0.8,"Ml"
"JUGO DE PERSONAL","Producción BAR","","Agua",20000,"Ml"
"JUGOS TROPICALES","Jugos","","Pulpa de mango",1.5,"Und"
"JUGOS TROPICALES","Jugos","","Pulpa lulo",1.5,"Und"
"JUGOS TROPICALES","Jugos","","pulpa de guanabana",1.5,"Und"
"JUGOS TROPICALES","Jugos","","pulpa de maracuya",1.5,"Und"
"JUGOS TROPICALES","Jugos","","Hielo",45,"Gr"
"JUGOS TROPICALES","Jugos","","Agua",45,"Ml"
"KETEL ONE BT","BOTELLAS","","VODKA KETEL ONE - 750ml",1,"Und"
"KETEL ONE SHOT","VODKA / GIN","","VODKA KETEL ONE - 750ml",0.08,"Und"
"Kola Roman 400ml","BEBIDAS","","Kola Roman 400ml",1,""
"LANGOSTA A LA PARRILLA","PLATOS PRINCIPALES","","LANGOSTA",400,"Gr"
"LANGOSTA A LA PARRILLA","PLATOS PRINCIPALES","","Mantequilla",50,"Gr"
"LANGOSTA A LA PARRILLA","PLATOS PRINCIPALES","","Cebolla blanca",50,"Gr"
"LANGOSTA A LA PARRILLA","PLATOS PRINCIPALES","","Ajo",10,"Gr"
"LANGOSTA A LA PARRILLA","PLATOS PRINCIPALES","","VINO BLANCO",50,"Ml"
"LANGOSTA A LA PARRILLA","PLATOS PRINCIPALES","","Sal",2,"Gr"
"LANGOSTA A LA PARRILLA","PLATOS PRINCIPALES","","Pimienta Badia",1,"Gr"
"LANGOSTA A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","LANGOSTA",400,"Gr"
"LANGOSTA A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","Sal",2,"Gr"
"LANGOSTA A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","Pimienta Badia",1,"Gr"
"LANGOSTA A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","Ajo",10,"Gr"
"LANGOSTA A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","VINO BLANCO",50,"Ml"
"LANGOSTA A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","Cebolla blanca",50,"Gr"
"LANGOSTA A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","Mantequilla",50,"Gr"
"Laurent Perrier Cuvee","BOTELLAS","","LAURENT PERRIER BRUT",1,"Und"
"Leche de tigre","PRODUCCION COCINA","Gr","Pimenton rojo",100,"Gr"
"Leche de tigre","PRODUCCION COCINA","Gr","Jengibre",10,"Gr"
"Leche de tigre","PRODUCCION COCINA","Gr","Fondo de pescado",400,"Gr"
"Leche de tigre","PRODUCCION COCINA","Gr","Cilantro",10,"Gr"
"Leche de tigre","PRODUCCION COCINA","Gr","Filete de tilapia",1.5,"Und"
"Leche de tigre","PRODUCCION COCINA","Gr","Apio",80,"Gr"
"Leche de tigre","PRODUCCION COCINA","Gr","Cebolla roja",100,"Gr"
"Leche de tigre","PRODUCCION COCINA","Gr","Ajo",6,"Gr"
"Leche de tigre","PRODUCCION COCINA","Gr","Sal",25,"Gr"
"LENTEJAS","COMEDOR STAFF","Kg","LENTEJAS",1000,"Gr"
"LENTEJAS","COMEDOR STAFF","Kg","Tomate",200,"Gr"
"LENTEJAS","COMEDOR STAFF","Kg","Cebolla roja",200,"Gr"
"LENTEJAS","COMEDOR STAFF","Kg","AJI HABANERO",100,"Gr"
"LENTEJAS","COMEDOR STAFF","Kg","Agua",1000,"Ml"
"LENTEJAS","COMEDOR STAFF","Kg","Aceite Vegetal",100,"ml"
"LENTEJAS","COMEDOR STAFF","Kg","Sal",10,"Gr"
"LENTEJAS","COMEDOR STAFF","Kg","Salsa de tomate",50,"Gr"
"LICOR 43 BT","BOTELLAS","","Licor 43 - 750ml",1,"Unidad"
"LICOR 43 SHOT","SPIRITS & COGNACS","","Licor 43 - 750ml",0.08,"Unidad"
"LICOR DE CAFÉ BT","BOTELLAS","","LICOR DE CAFÉ 750 ML",1,"Und"
"LICOR DE CAFÉ SHOT","SPIRITS & COGNACS","","LICOR DE CAFÉ 750 ML",0.08,"Und"
"LIMONADA HIERBA BUENA","BEBIDAS","","Herbabuena gr",30,"Gr"
"LIMONADA HIERBA BUENA","BEBIDAS","","Syrup Simple",2,"Oz"
"LIMONADA HIERBA BUENA","BEBIDAS","","Hielo",180,"Gr"
"LIMONADA HIERBA BUENA","BEBIDAS","","Agua",300,"Ml"
"LIMONADA HIERBA BUENA","BEBIDAS","","Zumo de limon",30,"Ml"
"LIMONADA MINERAL","BEBIDAS","","Syrup Simple",2,"Oz"
"LIMONADA MINERAL","BEBIDAS","","Agua",60,"Ml"
"LIMONADA MINERAL","BEBIDAS","","Hielo",180,"Gr"
"LIMONADA MINERAL","BEBIDAS","","Zumo de limon",30,"Ml"
"LIMONADA MINERAL","BEBIDAS","","Soda Bretaña",1,"Und"
"LOMO A LA PIMIENTA","PLATOS PRINCIPALES","","LOMO FINO",250,"Gr"
"LONG ISLAND ICE TEA","COCKTAILS / MIX","","Jose Cuervo Reposado 750ml",0.08,"Unidad"
"LONG ISLAND ICE TEA","COCKTAILS / MIX","","Ginebra Gordons 700ml",0.0857,"Unidad"
"LONG ISLAND ICE TEA","COCKTAILS / MIX","","Vodka Smirnoff Red 700ml",0.0857,"Unidad"
"LONG ISLAND ICE TEA","COCKTAILS / MIX","","Ron Viejo de Caldas Tradicional 750ml",0.08,"Unidad"
"LONG ISLAND ICE TEA","COCKTAILS / MIX","","Licor Triple Sec 750ml",0.08,"Unidad"
"LONG ISLAND ICE TEA","COCKTAILS / MIX","","Zumo de limon",1,"Ml"
"LONG ISLAND ICE TEA","COCKTAILS / MIX","","Syrup Simple",0.5,"Oz"
"LONG ISLAND ICE TEA","COCKTAILS / MIX","","Coca Cola Original Botella 400ml",1,"Unidad"
"LYCHEE MARTINI","COCKTAILS / MIX","","Syrup Simple",0.5,"Oz"
"LYCHEE MARTINI","COCKTAILS / MIX","","Ginebra Gordons 700ml",0.0857,"Unidad"
"LYCHEE MARTINI","COCKTAILS / MIX","","Lychee Fruta Lata",40,"Gr"
"LYCHEE MARTINI","COCKTAILS / MIX","","Zumo de limon",15,"Ml"
"LYCHEE MARTINI","COCKTAILS / MIX","","Soho Licor de Lichee 700ml",0.04285,"Unidad"
"MACALLAN 12 BT","BOTELLAS","","Macallan 12  700 ml",1,"Und"
"MACALLAN 12 SHOT","SINGLE MALT","","Macallan 12  700 ml",0.08,"Und"
"MACALLAN 12 SHOT","WHISKY / BOURBON","","Macallan 12  700 ml",0.0857,"Und"
"MAESTRO DOBEL CRISTALINO BT","BOTELLAS","","Maestro Dobel 700ml",1,"Unidad"
"MAESTRO DOBEL CRISTALINO SHOT","TEQUILA / MEZCAL","","Maestro Dobel 700ml",0.0857,"Unidad"
"Mani la especial","Minibar","","Mani la especial",1,""
"Máquina de Afeitar GILLETTE","Minibar","","Máquina de Afeitar GILLETTE",1,""
"Mar de Frades Albariño","BOTELLAS","","Mar de Frades",1,"Und"
"MARGARITA","COCKTAILS / MIX","","Zumo de limon",30,"Ml"
"MARGARITA","COCKTAILS / MIX","","Jose Cuervo Blanco 750ml",0.08,"Unidad"
"MARGARITA","COCKTAILS / MIX","","Licor Triple Sec 750ml",0.04,"Unidad"
"MARGARITA DE MARACUYÁ","COCKTAILS / MIX","","Jose Cuervo Blanco 750ml",0.08,"Unidad"
"MARGARITA DE MARACUYÁ","COCKTAILS / MIX","","Licor Triple Sec 750ml",0.04,"Unidad"
"MARGARITA DE MARACUYÁ","COCKTAILS / MIX","","pulpa de maracuya",0.5,"Und"
"MARGARITA DE MARACUYÁ","COCKTAILS / MIX","","Syrup Simple",0.5,"Oz"
"MARGARITA DE MARACUYÁ","COCKTAILS / MIX","","Zumo de limon",15,"Ml"
"MARGARITA PICANTE","COCKTAILS / MIX","","Jose Cuervo Blanco 750ml",0.08,"Unidad"
"MARGARITA PICANTE","COCKTAILS / MIX","","Jugo de limon",30,"Ml"
"MARGARITA PICANTE","COCKTAILS / MIX","","Licor Triple Sec 750ml",0.04,"Unidad"
"MARGARITA PICANTE","COCKTAILS / MIX","","Infusion de chile jalapeño",15,"Ml"
"MARTINI BIANCO SHOT","SPIRITS & COGNACS","","martini bianco 750-ml",0.8,"Und"
"MARTINI DRY SHOT","SPIRITS & COGNACS","","Martini Vermú Dry",0.8,"Und"
"MARTINI ROSS SHOT","SPIRITS & COGNACS","","Bermut Martini Rosso 750ml",0.08,"Unidad"
"masa de  yuca","PRODUCCION COCINA","Gr","yuca para personal",1500,"Kg"
"masa de  yuca","PRODUCCION COCINA","Gr","Sal",1,"Gr"
"MASA DE CERDO","PRODUCCION COCINA","Kg","Tomate",200,"Gr"
"MASA DE CERDO","PRODUCCION COCINA","Kg","Cebolla roja",200,"Gr"
"MASA DE CERDO","PRODUCCION COCINA","Kg","Ajo",20,"Gr"
"MASA DE CERDO","PRODUCCION COCINA","Kg","Mostaza",20,"Gr"
"MASA DE CERDO","PRODUCCION COCINA","Kg","Sal",10,"Gr"
"MASA DE CERDO","PRODUCCION COCINA","Kg","Pimenton rojo",30,"Gr"
"MASA DE CERDO","PRODUCCION COCINA","Kg","Aceite Vegetal",30,"ml"
"MASA DE CERDO","PRODUCCION COCINA","Kg","MASA DE CERDO",1,"Kg"
"masa pizza","PRODUCCION COCINA","Und","harina de trigo",100,"Gr"
"masa pizza","PRODUCCION COCINA","Und","Agua",60,"Ml"
"masa pizza","PRODUCCION COCINA","Und","levadura",1.5,"Gr"
"masa pizza","PRODUCCION COCINA","Und","Aceite de oliva",10,"Ml"
"masa pizza","PRODUCCION COCINA","Und","Sal",1,"Gr"
"masa pizza","PRODUCCION COCINA","Und","Azucar Aro",1.5,"Gr"
"masa pizza","PRODUCCION COCINA","Und","TOMILLO",0.1,"Und"
"mayonesa adición","COMPLEMENTOS Y ADICIONALES","","Mayonesa Fruco",30,"Gr"
"MAYONESA CHIPOTLE","PRODUCCION COCINA","Kg","Huevos",2,"Und"
"MAYONESA CHIPOTLE","PRODUCCION COCINA","Kg","Limon",100,"Gr"
"MAYONESA CHIPOTLE","PRODUCCION COCINA","Kg","Sal",10,"Gr"
"MAYONESA CHIPOTLE","PRODUCCION COCINA","Kg","Pimienta Badia",2,"Gr"
"MAYONESA CHIPOTLE","PRODUCCION COCINA","Kg","Mostaza",5,"Gr"
"MAYONESA CHIPOTLE","PRODUCCION COCINA","Kg","Aceite Vegetal",1000,"ml"
"MAYONESA CHIPOTLE","PRODUCCION COCINA","Kg","Agua",200,"Ml"
"MAYONESA CHIPOTLE","PRODUCCION COCINA","Kg","CHILE CHIPOTLE",250,"Gr"
"MAYONESA DE LA CASA","PRODUCCION COCINA","Gr","ACEITE DE GIRASOL",8,"Ml"
"MAYONESA DE LA CASA","PRODUCCION COCINA","Gr","Mostaza",4,"Gr"
"MAYONESA DE LA CASA","PRODUCCION COCINA","Gr","HUEVOS",0.2,"Und"
"MAYONESA DE LA CASA","PRODUCCION COCINA","Gr","Ajo",0.1,"Gr"
"MAYONESA DE LA CASA","PRODUCCION COCINA","Gr","perejil",5,"Gr"
"MAYONESA DE LA CASA","PRODUCCION COCINA","Gr","Limon",10,"Gr"
"MAYONESA DE LA CASA","PRODUCCION COCINA","Gr","Sal",1,"Gr"
"MAYONESA DE LA CASA","PRODUCCION COCINA","Gr","Pimienta Badia",0.2,"Gr"
"MAYONESA DE LA CASA","PRODUCCION COCINA","Gr","Leche deslactosada",10,"ml"
"MAYONESA DE TRUFA","PRODUCCION COCINA","Kg","Huevos",2,"Und"
"MAYONESA DE TRUFA","PRODUCCION COCINA","Kg","Limon",100,"Gr"
"MAYONESA DE TRUFA","PRODUCCION COCINA","Kg","Sal",10,"Gr"
"MAYONESA DE TRUFA","PRODUCCION COCINA","Kg","Pimienta Badia",2,"Gr"
"MAYONESA DE TRUFA","PRODUCCION COCINA","Kg","Mostaza",5,"Gr"
"MAYONESA DE TRUFA","PRODUCCION COCINA","Kg","Aceite Vegetal",1000,"ml"
"MAYONESA DE TRUFA","PRODUCCION COCINA","Kg","Agua",200,"Ml"
"MAYONESA DE TRUFA","PRODUCCION COCINA","Kg","PURE DE TRUFA",200,"Gr"
"MAYONESA DE TRUFA","PRODUCCION COCINA","Kg","ACEITE DE TRUFA",500,"Gr"
"MENU PARA COMPARTIR CALIENTE 5 PAX","PLATOS PRINCIPALES","","LANGOSTINOS",500,"Gr"
"MENU PARA COMPARTIR CALIENTE 5 PAX","PLATOS PRINCIPALES","","SALMON FRESCO",600,"Gr"
"MENU PARA COMPARTIR CALIENTE 5 PAX","PLATOS PRINCIPALES","","TUNA LOIN",600,"Gr"
"MENU PARA COMPARTIR CALIENTE 5 PAX","PLATOS PRINCIPALES","","LANGOSTA",900,"Gr"
"MENU PARA COMPARTIR CALIENTE 5 PAX","PLATOS PRINCIPALES","","mejillones",500,"Gr"
"MENU PARA COMPARTIR CALIENTE 5 PAX","PLATOS PRINCIPALES","","Filete de Tilapia",600,"Gr"
"MENU PARA COMPARTIR CALIENTE 5 PAX","PLATOS PRINCIPALES","","Mantequilla",200,"Gr"
"MENU PARA COMPARTIR CALIENTE 5 PAX","PLATOS PRINCIPALES","","Paprika Badia",50,"Gr"
"MENU PARA COMPARTIR CALIENTE 5 PAX","PLATOS PRINCIPALES","","Ajo",50,"Gr"
"MENU PARA COMPARTIR FRIO 5 PAX","PLATOS PRINCIPALES","","CAMARON",500,"Gr"
"MENU PARA COMPARTIR FRIO 5 PAX","PLATOS PRINCIPALES","","LANGOSTA",900,"Gr"
"MENU PARA COMPARTIR FRIO 5 PAX","PLATOS PRINCIPALES","","TUNA LOIN",600,"Gr"
"MENU PARA COMPARTIR FRIO 5 PAX","PLATOS PRINCIPALES","","Filete de Tilapia",600,"Gr"
"MERMELADA FRUTOS ROJOS","PRODUCCION COCINA","Gr","Fruta corozo",1000,"Gr"
"MERMELADA FRUTOS ROJOS","PRODUCCION COCINA","Gr","Azucar Aro",500,"Gr"
"MERMELADA FRUTOS ROJOS","PRODUCCION COCINA","Gr","Agua",200,"Ml"
"MERMELADA FRUTOS ROJOS","PRODUCCION COCINA","Gr","Esencia Vainilla Levapan",100,"ml"
"MERMELADA FRUTOS ROJOS","PRODUCCION COCINA","Gr","Limon",200,"Gr"
"MEZCAL 400 CONEJOS BT","BOTELLAS","","Mezcal 400 Conejos 750ml",1,"Unidad"
"MEZCAL 400 CONEJOS SHOT","TEQUILA / MEZCAL","","Mezcal 400 Conejos 750ml",0.08,"Unidad"
"MEZCAL OJO DE TIGRE BT","BOTELLAS","","Mezcal Ojo de Tigre 750ml",1,"Unidad"
"MEZCAL OJO DE TIGRE SHOTS","TEQUILA / MEZCAL","","Mezcal Ojo de Tigre 750ml",0.08,"Unidad"
"MEZCAL OJO TIGRE SHOT","TEQUILA / MEZCAL","","Mezcal Ojo de Tigre 750ml",0.8,"Unidad"
"MEZCAL UNION BT","BOTELLAS","","Mezcal Union 700ml",1,"Unidad"
"MEZCAL UNION SHOT","TEQUILA / MEZCAL","","Mezcal Union 700ml",0.0857,"Unidad"
"MEZCALITA TIERRA BOMBA","COCKTAILS / MIX","","Mezcal Union 700ml",0.0857,"Unidad"
"MEZCALITA TIERRA BOMBA","COCKTAILS / MIX","","Zumo de limon",15,"Ml"
"MEZCALITA TIERRA BOMBA","COCKTAILS / MIX","","Licor Triple Sec 750ml",0.04,"Unidad"
